Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Bachelor's Degree,Married,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,53,156,1,Alone,0,1,Generation_X,2,1,33.33333333333333,15,1724,114.93333333333334,4,3,5,4.0,Champions
Associate's Degree,Married,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,45,495,2,With_Kids,1,2,Generation_X,0,0,0.0,20,577,28.85,2,4,3,3.0,Can't Lose
Associate's Degree,Together,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,56,353,7,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,7,81,11.571428571428571,1,1,2,1.3333333333333333,Lost
Bachelor's Degree,Together,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,54,227,11,With_Kids,1,2,Generation_X,0,0,0.0,7,33,4.714285714285714,4,1,1,2.0,New
Master's Degree,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,70,374,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,22,660,30.0,2,4,4,3.3333333333333335,Can't Lose
Master's Degree,Single,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,56,125,2,With_Kids,1,1,Generation_X,1,1,16.666666666666664,9,80,8.88888888888889,5,2,2,3.0,New
Master's Degree,Married,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,38,298,9,Alone,1,3,Millennials,0,0,0.0,6,30,5.0,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,47,433,4,With_Kids,1,1,Generation_X,0,0,0.0,5,43,8.6,1,1,1,1.0,Lost
Bachelor's Degree,Single,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,40,474,3,Alone,0,0,Millennials,4,1,66.66666666666666,27,1135,42.03703703703704,2,5,4,3.6666666666666665,Can't Lose
Associate's Degree,Together,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,58,496,2,Alone,0,1,Baby_Boomers,0,0,0.0,16,559,34.9375,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,39,434,4,Alone,0,0,Millennials,1,1,16.666666666666664,16,1923,120.1875,4,3,5,4.0,Champions
Master's Degree,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,70,21,6,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,8,90,11.25,3,2,2,2.3333333333333335,Promising
Doctorate Degree,Married,51381.5,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,62,353,7,With_Teens,1,2,Baby_Boomers,0,0,0.0,17,404,23.764705882352942,4,3,3,3.3333333333333335,Champions
Doctorate Degree,Together,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,67,50,5,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,23,661,28.73913043478261,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,71,272,9,With_Teens,1,2,Baby_Boomers,0,0,0.0,19,463,24.36842105263158,5,4,3,4.0,Champions
Master's Degree,Single,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,65,476,3,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,23,632,27.47826086956522,3,5,3,3.6666666666666665,Champions
Bachelor's Degree,Married,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,54,139,2,Alone,0,1,Generation_X,0,0,0.0,19,725,38.1578947368421,5,4,4,4.333333333333333,Champions
Bachelor's Degree,Married,51381.5,0,1,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,60,322,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,19,725,38.1578947368421,1,4,4,3.0,Can't Lose
Doctorate Degree,Married,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,59,319,8,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,16,279,17.4375,3,3,3,3.0,Champions
Doctorate Degree,Together,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,56,469,3,Alone,0,1,Generation_X,1,1,16.666666666666664,23,1482,64.43478260869566,4,5,5,4.666666666666667,Champions
High School,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,47,690,8,With_Kids,1,1,Generation_X,0,0,0.0,6,29,4.833333333333333,4,1,1,2.0,New
Doctorate Degree,Married,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,64,357,7,Alone,1,4,Baby_Boomers,0,0,0.0,9,106,11.777777777777779,2,2,2,2.0,At Risk
Doctorate Degree,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,50,41,5,With_Kids_and_Teens,1,2,Generation_X,2,1,33.33333333333333,6,49,8.166666666666666,4,1,1,2.0,New
Doctorate Degree,Divorced,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,58,336,7,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,7,38,5.428571428571429,2,1,1,1.3333333333333333,Lost
Master's Degree,Single,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,31,618,10,Alone,0,0,Millennials,0,0,0.0,22,2077,94.4090909090909,3,4,5,4.0,Champions
Master's Degree,Together,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,47,227,11,With_Teens,1,2,Generation_X,1,1,16.666666666666664,17,1053,61.94117647058823,5,3,4,4.0,Champions
Bachelor's Degree,Married,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,61,436,4,Alone,0,1,Baby_Boomers,0,0,0.0,23,1385,60.21739130434783,2,5,5,4.0,Can't Lose
Doctorate Degree,Single,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,49,305,8,With_Teens,1,1,Generation_X,0,0,0.0,25,871,34.84,3,5,4,4.0,Champions
Bachelor's Degree,Together,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,35,467,3,With_Kids,1,2,Millennials,0,0,0.0,12,312,26.0,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,47,619,10,Alone,1,3,Generation_X,0,0,0.0,15,877,58.46666666666667,4,3,4,3.6666666666666665,Champions
Bachelor's Degree,Married,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,48,609,10,With_Kids,1,2,Generation_X,1,1,16.666666666666664,6,68,11.333333333333334,3,1,2,2.0,Promising
Bachelor's Degree,Together,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,42,305,8,With_Kids,1,2,Generation_X,0,0,0.0,4,22,5.5,3,1,1,1.6666666666666667,Promising
Associate's Degree,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,50,676,8,Alone,1,4,Generation_X,0,0,0.0,16,211,13.1875,1,3,3,2.3333333333333335,Can't Lose
Master's Degree,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,57,8,6,Alone,0,1,Baby_Boomers,0,0,0.0,8,127,15.875,2,2,2,2.0,At Risk
Master's Degree,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,70,66,4,Alone,1,3,Baby_Boomers,0,0,0.0,16,459,28.6875,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Married,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,54,114,3,With_Teens,1,2,Generation_X,1,1,16.666666666666664,19,460,24.210526315789473,1,4,3,2.6666666666666665,Can't Lose
Associate's Degree,Together,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,51,562,12,With_Teens,1,2,Generation_X,0,0,0.0,17,429,25.235294117647058,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,35,48,5,With_Kids,1,1,Millennials,0,0,0.0,11,89,8.090909090909092,5,2,2,3.0,New
Doctorate Degree,Together,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,71,628,10,With_Teens,1,2,Baby_Boomers,0,0,0.0,26,1021,39.26923076923077,3,5,4,4.0,Champions
Bachelor's Degree,Together,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,74,495,2,Alone,0,1,Baby_Boomers,3,1,50.0,21,1381,65.76190476190476,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Single,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,65,356,7,With_Teens,1,1,Baby_Boomers,0,0,0.0,15,306,20.4,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,45,290,9,Alone,1,3,Generation_X,0,0,0.0,4,18,4.5,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Together,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,46,255,10,With_Teens,1,2,Generation_X,0,0,0.0,9,162,18.0,5,2,2,3.0,New
Bachelor's Degree,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,68,313,8,Alone,0,0,Baby_Boomers,0,0,0.0,18,1231,68.38888888888889,2,4,5,3.6666666666666665,Can't Lose
Master's Degree,Single,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,65,363,7,Alone,1,3,Baby_Boomers,0,0,0.0,4,13,3.25,5,1,1,2.3333333333333335,New
Doctorate Degree,Married,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,78,601,11,Alone,0,1,Silent_Generation,0,0,0.0,27,1706,63.18518518518518,4,5,5,4.666666666666667,Champions
Bachelor's Degree,Married,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,39,175,1,With_Kids,1,2,Millennials,0,0,0.0,11,121,11.0,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,48,424,5,Alone,0,0,Generation_X,0,0,0.0,20,1293,64.65,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Together,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,57,228,11,Alone,1,4,Baby_Boomers,0,0,0.0,9,88,9.777777777777779,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,70,223,11,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,18,421,23.38888888888889,4,4,3,3.6666666666666665,Champions
Bachelor's Degree,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,64,305,8,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,12,259,21.583333333333332,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Single,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,35,239,11,Alone,0,0,Millennials,0,0,0.0,15,1117,74.46666666666667,3,3,4,3.3333333333333335,Champions
Bachelor's Degree,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,66,124,2,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,9,89,9.88888888888889,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,58,69,4,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,6,36,6.0,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Married,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,41,351,7,With_Kids,1,2,Generation_X,0,0,0.0,7,57,8.142857142857142,2,1,2,1.6666666666666667,Lost
Bachelor's Degree,Married,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,53,69,4,Alone,1,3,Generation_X,0,0,0.0,8,148,18.5,5,2,2,3.0,New
Doctorate Degree,Together,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,64,150,1,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,8,93,11.625,5,2,2,3.0,New
Bachelor's Degree,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,56,86,4,With_Teens,1,1,Generation_X,1,1,16.666666666666664,7,119,17.0,2,1,2,1.6666666666666667,Lost
Doctorate Degree,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,48,655,9,With_Teens,1,2,Generation_X,0,0,0.0,28,1835,65.53571428571429,3,5,5,4.333333333333333,Champions
Doctorate Degree,Married,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,75,560,12,Alone,0,1,Baby_Boomers,3,1,50.0,25,1318,52.72,2,5,5,4.0,Can't Lose
Doctorate Degree,Married,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,53,37,5,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,7,45,6.428571428571429,1,1,1,1.0,Lost
Bachelor's Degree,Together,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,64,5,6,Alone,1,4,Baby_Boomers,0,0,0.0,4,10,2.5,1,1,1,1.0,Lost
Associate's Degree,Married,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,72,210,12,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,25,978,39.12,3,5,4,4.0,Champions
Doctorate Degree,Married,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,47,49,5,With_Teens,1,2,Generation_X,0,0,0.0,10,191,19.1,1,2,2,1.6666666666666667,At Risk
Associate's Degree,Married,16248.0,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,35,50,5,With_Kids,1,2,Millennials,0,0,0.0,9,57,6.333333333333333,2,2,2,2.0,At Risk
Master's Degree,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,77,274,9,Alone,0,1,Silent_Generation,0,0,0.0,24,1033,43.041666666666664,4,5,4,4.333333333333333,Champions
Master's Degree,Married,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,39,158,1,With_Kids,1,2,Millennials,0,0,0.0,6,66,11.0,5,1,2,2.6666666666666665,New
High School,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,62,14,6,Alone,0,1,Baby_Boomers,0,0,0.0,6,43,7.166666666666667,1,1,1,1.0,Lost
Bachelor's Degree,Married,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,40,571,12,With_Kids,1,2,Millennials,0,0,0.0,5,50,10.0,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,53,113,3,With_Teens,1,1,Generation_X,0,0,0.0,7,39,5.571428571428571,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,57,331,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,18,608,33.77777777777778,4,4,3,3.6666666666666665,Champions
Bachelor's Degree,Married,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,47,467,3,Alone,0,1,Generation_X,0,0,0.0,24,1581,65.875,5,5,5,5.0,Champions
Doctorate Degree,Married,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,59,491,2,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,7,68,9.714285714285714,5,1,2,2.6666666666666665,New
High School,Together,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,45,658,9,With_Kids,1,2,Generation_X,1,1,16.666666666666664,5,80,16.0,3,1,2,2.0,Promising
Doctorate Degree,Together,66973.0,0,0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,34,408,5,Alone,0,1,Millennials,0,0,0.0,28,1282,45.785714285714285,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,38872.0,1,0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,35,395,5,With_Kids,1,2,Millennials,0,0,0.0,8,91,11.375,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Married,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,50,496,2,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,16,315,19.6875,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,46,182,12,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,6,31,5.166666666666667,4,1,1,2.0,New
Master's Degree,Married,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,43,47,5,Alone,0,1,Generation_X,0,0,0.0,23,834,36.26086956521739,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,69,283,9,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,17,1600,94.11764705882354,1,3,5,3.0,Can't Lose
Bachelor's Degree,Married,86718.0,0,0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,69,528,1,Alone,0,1,Baby_Boomers,0,0,0.0,17,1270,74.70588235294117,4,3,5,4.0,Champions
Doctorate Degree,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,50,90,3,With_Kids_and_Teens,1,2,Generation_X,2,1,33.33333333333333,15,263,17.533333333333335,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Divorced,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,71,0,6,With_Teens,1,1,Baby_Boomers,1,1,16.666666666666664,19,535,28.157894736842106,3,4,3,3.3333333333333335,Champions
Bachelor's Degree,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,55,202,12,Alone,0,0,Generation_X,0,0,0.0,18,1295,71.94444444444444,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,45,258,10,With_Teens,1,1,Generation_X,0,0,0.0,29,1150,39.6551724137931,2,5,4,3.6666666666666665,Can't Lose
Doctorate Degree,Together,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,46,604,11,Alone,0,1,Generation_X,4,1,66.66666666666666,26,1240,47.69230769230769,3,5,5,4.333333333333333,Champions
Doctorate Degree,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,58,347,7,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,6,38,6.333333333333333,2,1,1,1.3333333333333333,Lost
Master's Degree,Single,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,39,596,11,Alone,0,0,Millennials,2,1,33.33333333333333,4,35,8.75,5,1,1,2.3333333333333335,New
Bachelor's Degree,Together,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,35,203,12,With_Kids,1,2,Millennials,1,1,16.666666666666664,5,53,10.6,1,1,1,1.0,Lost
Master's Degree,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,60,412,5,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,17,293,17.235294117647058,3,3,3,3.0,Champions
Bachelor's Degree,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,57,21,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,6,65,10.833333333333334,1,1,2,1.3333333333333333,Lost
Bachelor's Degree,Divorced,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,69,657,9,With_Teens,1,1,Baby_Boomers,2,1,33.33333333333333,29,1804,62.206896551724135,5,5,5,5.0,Champions
Bachelor's Degree,Together,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,67,455,3,With_Teens,1,2,Baby_Boomers,0,0,0.0,15,241,16.066666666666666,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Together,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,69,103,3,Alone,0,1,Baby_Boomers,0,0,0.0,20,1101,55.05,5,4,4,4.333333333333333,Champions
Doctorate Degree,Married,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,55,632,10,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,19,264,13.894736842105264,2,4,3,3.0,Can't Lose
Master's Degree,Together,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,49,524,1,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,26,541,20.807692307692307,4,5,3,4.0,Champions
Bachelor's Degree,Married,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,38,421,5,Alone,0,1,Millennials,0,0,0.0,17,1198,70.47058823529412,2,3,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,46,89,4,With_Kids,1,2,Generation_X,0,0,0.0,20,482,24.1,2,4,3,3.0,Can't Lose
Associate's Degree,Single,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,45,48,5,Alone,1,3,Generation_X,0,0,0.0,4,17,4.25,5,1,1,2.3333333333333335,New
Master's Degree,Married,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,75,226,11,Alone,0,1,Baby_Boomers,2,1,33.33333333333333,25,1615,64.6,1,5,5,3.6666666666666665,Can't Lose
Master's Degree,Widow,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,69,302,8,With_Teens,1,1,Baby_Boomers,0,0,0.0,12,285,23.75,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Together,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,43,592,11,With_Kids,1,2,Generation_X,0,0,0.0,28,1135,40.535714285714285,3,5,4,4.0,Champions
Associate's Degree,Together,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,35,79,4,With_Kids,1,2,Millennials,0,0,0.0,7,114,16.285714285714285,1,1,2,1.3333333333333333,Lost
Bachelor's Degree,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,54,227,11,Alone,0,1,Generation_X,0,0,0.0,16,1047,65.4375,3,3,4,3.3333333333333335,Champions
Doctorate Degree,Together,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,53,76,4,Alone,1,3,Generation_X,0,0,0.0,22,714,32.45454545454545,5,4,4,4.333333333333333,Champions
Doctorate Degree,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,43,540,1,With_Kids,1,2,Generation_X,0,0,0.0,13,185,14.23076923076923,3,3,2,2.6666666666666665,Champions
Bachelor's Degree,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,61,659,9,With_Teens,1,1,Baby_Boomers,0,0,0.0,32,1245,38.90625,4,5,5,4.666666666666667,Champions
Bachelor's Degree,Together,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,45,460,3,With_Kids,1,2,Generation_X,0,0,0.0,12,189,15.75,3,3,2,2.6666666666666665,Champions
Bachelor's Degree,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,47,612,10,With_Teens,1,2,Generation_X,0,0,0.0,16,576,36.0,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,71,567,12,With_Teens,1,1,Baby_Boomers,0,0,0.0,18,1103,61.27777777777778,4,4,4,4.0,Champions
Doctorate Degree,Married,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,51,690,8,Alone,0,1,Generation_X,0,0,0.0,17,1753,103.11764705882354,2,3,5,3.3333333333333335,Can't Lose
Doctorate Degree,Together,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,37,133,2,With_Kids,1,2,Millennials,0,0,0.0,4,17,4.25,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,466,3,With_Kids_and_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,23,433,18.82608695652174,4,5,3,4.0,Champions
Associate's Degree,Divorced,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,61,540,1,With_Teens,1,1,Baby_Boomers,1,1,16.666666666666664,14,1588,113.42857142857143,5,3,5,4.333333333333333,Champions
